topic,cluster_id,cluster_words,party,estimate,std_error,is_baseline
climate_activists,1,"lavor, blocc, deput, protest, grupp, stradal, stat, applaus, paes, democrat",AZIONE,0.035426144079387684,0.2535769072192366,FALSE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",FI,0.10587732032431668,0.28520774529281256,TRUE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",PD,0.028800091163229055,0.08778966877686303,FALSE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",AVS,NA,NA,FALSE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",LEGA,0.3094948386458302,0.13843329770340623,FALSE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",FDI,0.3878606888674677,0.12889849041974558,FALSE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",IV,0.029751857083116267,0.18990701787743453,FALSE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",M5S,0.34850301126922423,0.10059485356122935,FALSE
climate_activists,2,"manifest, reat, stat, diritt, dissens, norm, sicurezz, pen, protest, polit",AZIONE,-0.03943134833114425,0.25843769632028035,FALSE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",PD,-0.15272428496070029,0.15252546382293836,TRUE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",FI,-0.04250069950268596,0.24129410818318892,FALSE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",IV,-0.03054605519217814,0.23200492033442796,FALSE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",LEU,0.08489994710833947,0.2774876529574783,FALSE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",FDI,-0.4094755128613827,0.27330133756066327,FALSE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",AVS,NA,NA,FALSE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",M5S,-0.38242748794806425,0.20771026174958512,FALSE
far_right,1,"manifest, stat, forz, grupp, deput, applaus, part, chied, fascist, sed",AZIONE,-0.6749878741408212,0.4215121931841543,FALSE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",PD,0.15246942548124573,0.15333238798562432,TRUE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",FI,0.04047168223769035,0.243146457671938,FALSE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",IV,0.02882383828014902,0.2315339869194117,FALSE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",LEU,-0.089733646948694,0.27887318378970194,FALSE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",FDI,0.4080068774979153,0.26966712232104423,FALSE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",AVS,NA,NA,FALSE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",M5S,0.3819965820438298,0.20689145066073303,FALSE
far_right,2,"manifest, organizz, piazz, cas, person, stat, casapound, magg, violenz, rom",AZIONE,0.6794260055655744,0.427737407640874,FALSE
labor,1,"deput, stat, grupp, parl, applaus, protest, diritt, manifest, paes, rispett",M5S,0.16791474278143,0.44181000693585487,TRUE
labor,1,"deput, stat, grupp, parl, applaus, protest, diritt, manifest, paes, rispett",PD,0.15422134746312532,0.445991078163821,FALSE
labor,1,"deput, stat, grupp, parl, applaus, protest, diritt, manifest, paes, rispett",FDI,0.33681057238255374,0.4358644954534911,FALSE
labor,1,"deput, stat, grupp, parl, applaus, protest, diritt, manifest, paes, rispett",FI,0.31538710736698417,0.4759199267051517,FALSE
labor,1,"deput, stat, grupp, parl, applaus, protest, diritt, manifest, paes, rispett",LEGA,0.33496142895866143,0.497973667880848,FALSE
labor,1,"deput, stat, grupp, parl, applaus, protest, diritt, manifest, paes, rispett",AVS,0.1707425989281756,0.42692939192516727,FALSE
labor,1,"deput, stat, grupp, parl, applaus, protest, diritt, manifest, paes, rispett",+EUROPA,NA,NA,FALSE
labor,2,"lavor, scioper, protest, manifest, fa, c'è, chied, stat, contratt, presid",M5S,-0.1777789095826977,0.4366750791879026,TRUE
labor,2,"lavor, scioper, protest, manifest, fa, c'è, chied, stat, contratt, presid",PD,-0.15030016251610903,0.45087248059872637,FALSE
labor,2,"lavor, scioper, protest, manifest, fa, c'è, chied, stat, contratt, presid",FDI,-0.33985990917300385,0.4400744903380619,FALSE
labor,2,"lavor, scioper, protest, manifest, fa, c'è, chied, stat, contratt, presid",FI,-0.3153185865249516,0.4791253861459856,FALSE
labor,2,"lavor, scioper, protest, manifest, fa, c'è, chied, stat, contratt, presid",LEGA,-0.3401549048048132,0.49971426612112724,FALSE
labor,2,"lavor, scioper, protest, manifest, fa, c'è, chied, stat, contratt, presid",AVS,-0.17394357999539745,0.42666135604566086,FALSE
labor,2,"lavor, scioper, protest, manifest, fa, c'è, chied, stat, contratt, presid",+EUROPA,NA,NA,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",PD,-0.15666465952450523,0.44976424704282886,TRUE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",FI,-0.033561145311450255,0.4852754884021676,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",FDI,-0.2155372370415192,0.4555803750922872,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",LEGA,-0.3601065688729237,0.4650514391955506,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",+EUROPA,NA,NA,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",LEU,-0.05095574512551122,0.48619768135420854,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",IV,-0.18017934647714443,0.517147799009696,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",M5S,-0.09228673908901047,0.4688990911995948,FALSE
migrants,1,"diritt, paes, protest, internazional, migrant, parl, poss, person, europe, lavor",AVS,-0.004168341585690933,0.4565412447068183,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",PD,0.1559262990696312,0.3674206111274838,TRUE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",FI,0.035488719514251366,0.4109785544447743,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",FDI,0.5126601222459243,0.36838241201275607,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",LEGA,0.5163908636621855,0.3727329647659985,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",+EUROPA,NA,NA,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",LEU,0.11385869955563337,0.40053829172515726,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",IV,0.6273773641081759,0.4613847433183923,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",M5S,0.16585572563899256,0.3813435081680162,FALSE
migrants,2,"stat, deput, grupp, applaus, person, vist, protest, sindac, forz, ital",AVS,0.26090300327385985,0.36209771126604656,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",PD,-0.004059344339111827,0.4524892098410648,TRUE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",FI,-0.0016672471985962455,0.49507683042476475,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",FDI,-0.2880793292513981,0.44432507952653943,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",LEGA,-0.1515343725365358,0.46756957567917723,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",+EUROPA,NA,NA,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",LEU,-0.06427714628499652,0.4733736883346445,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",IV,-0.44835713696873164,0.521876704567069,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",M5S,-0.06858688543301347,0.463281744418406,FALSE
migrants,3,"manifest, reat, pubblic, dissens, norm, sicurezz, alcun, forz, stat, dell'ordin",AVS,-0.2592897787945342,0.4519279072517704,FALSE
no_vax,1,"stat, manifest, paes, norm, rav, democrat, prim, part, polit, deput",PD,-0.15635041691252852,0.20503235403929448,TRUE
no_vax,1,"stat, manifest, paes, norm, rav, democrat, prim, part, polit, deput",LEU,-0.5421734380781695,0.33494622038186955,FALSE
no_vax,1,"stat, manifest, paes, norm, rav, democrat, prim, part, polit, deput",IV,-0.3453430130689082,0.2576510302012922,FALSE
no_vax,1,"stat, manifest, paes, norm, rav, democrat, prim, part, polit, deput",M5S,-0.43977381858241366,0.23835047437328732,FALSE
no_vax,1,"stat, manifest, paes, norm, rav, democrat, prim, part, polit, deput",FDI,-0.453040526885576,0.26799594146891026,FALSE
no_vax,1,"stat, manifest, paes, norm, rav, democrat, prim, part, polit, deput",AVS,NA,NA,FALSE
no_vax,1,"stat, manifest, paes, norm, rav, democrat, prim, part, polit, deput",FI,-0.42498568876032017,0.4589235685920448,FALSE
no_vax,2,"manifest, stat, forz, polit, pass, lavor, green, ottobr, ricord, dic",PD,0.15366560979192292,0.20332180519927878,TRUE
no_vax,2,"manifest, stat, forz, polit, pass, lavor, green, ottobr, ricord, dic",LEU,0.5398869150841457,0.33901697393395075,FALSE
no_vax,2,"manifest, stat, forz, polit, pass, lavor, green, ottobr, ricord, dic",IV,0.34467382799205304,0.2561122243692538,FALSE
no_vax,2,"manifest, stat, forz, polit, pass, lavor, green, ottobr, ricord, dic",M5S,0.43944733290194243,0.23743110232541573,FALSE
no_vax,2,"manifest, stat, forz, polit, pass, lavor, green, ottobr, ricord, dic",FDI,0.4556440666454843,0.2642805385693529,FALSE
no_vax,2,"manifest, stat, forz, polit, pass, lavor, green, ottobr, ricord, dic",AVS,NA,NA,FALSE
no_vax,2,"manifest, stat, forz, polit, pass, lavor, green, ottobr, ricord, dic",FI,0.4300274564282581,0.45349090922125496,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",FI,-0.18744621394183972,0.24880917237559896,TRUE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",PD,-0.27314119803436604,0.22370963510724684,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",+EUROPA,NA,NA,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",LEU,-0.24714351873932733,0.4357748486010582,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",FDI,-0.07679193567202836,0.23251805489204666,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",LEGA,-0.03973977405362883,0.24706964074572366,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",IV,-0.027094149412697853,0.31700226644153034,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",AVS,-0.3205315358097153,0.23013810668028858,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",AZIONE,-0.03448268770062482,0.4309270490713142,FALSE
police_security,1,"manifest, forz, deput, grupp, paes, stat, dell'ordin, democrat, polit, applaus",M5S,-0.41464093672915053,0.24005491361200917,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",FI,0.1841746875950159,0.24769246637505837,TRUE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",PD,0.27122172936397787,0.22179384225833484,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",+EUROPA,NA,NA,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",LEU,0.2511291976800756,0.4383243651227959,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",FDI,0.07512668423015573,0.23080467470284358,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",LEGA,0.038125204501492926,0.24682233956378222,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",IV,0.02408682426142902,0.3184910247354901,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",AVS,0.32292952221557636,0.23072343233321316,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",AZIONE,0.027518796992533363,0.4258491864796615,FALSE
police_security,2,"stat, sicurezz, cittadin, presid, forz, manifest, citt, que, piazz, grand",M5S,0.42056855360232615,0.2418416613480467,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",M5S,0.3391829843579926,0.20086168878921082,TRUE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",LEGA,-0.04581941687515839,0.2285797965405445,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",FI,0.10294780691915005,0.22602781322320992,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",PD,0.25659976785051075,0.19920099545479425,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",FDI,0.0762961217783956,0.20733738875219518,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",IV,0.043350033587638254,0.2160297866951073,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",LEU,-0.05008066047931271,0.3751975696816721,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",+EUROPA,NA,NA,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",AVS,0.29676805097437037,0.20438983530314192,FALSE
prisoners_rights,1,"stat, deput, protest, applaus, grupp, diritt, democrat, libert, lavor, paes",AZIONE,0.18394525429678601,0.3162804119753573,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",M5S,-0.053734365255360454,0.22677728792247767,TRUE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",LEGA,-0.10810696737018119,0.24766625600801395,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",FI,0.027164775831509898,0.2518172547969617,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",PD,-0.0365088329183328,0.22754597529966855,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",FDI,-0.17715668950424296,0.23571825476161706,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",IV,-0.06887743661163964,0.23660040765412435,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",LEU,-0.28154304050355566,0.38637695422106827,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",+EUROPA,NA,NA,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",AVS,-0.151879291250474,0.23039565083464877,FALSE
prisoners_rights,2,"sicurezz, norm, stat, diritt, manifest, penal, dissens, occup, reat, codic",AZIONE,-0.26780111680195906,0.3224190222329502,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",M5S,-0.262934595428856,0.24119192072567838,TRUE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",LEGA,-0.3704646290395165,0.26273839916650765,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",FI,-0.4774243733492988,0.25910940058040005,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",PD,-0.2001412559378646,0.23636298984505646,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",FDI,-0.38460415164015765,0.24523484613603477,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",IV,-0.08541081918645292,0.24854915000307684,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",LEU,-0.49938795772103683,0.4042476410696505,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",+EUROPA,NA,NA,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",AVS,-0.07390993756522758,0.24283168592353577,FALSE
prisoners_rights,3,"carc, reat, rivolt, deten, pass, resistent, carcer, protest, nuov, manifest",AZIONE,-0.09813070667664736,0.3473106265371461,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",M5S,-0.02038645413732573,0.17621123633466085,TRUE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",LEGA,0.5239136322746202,0.20332103627042528,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",FI,0.34256124480533573,0.1938474904375366,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",PD,-0.016209496457553128,0.17485200132452036,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",FDI,0.4957140028967915,0.19091738255149474,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",IV,0.10422416301816573,0.18783776069599867,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",LEU,0.8261574222608847,0.31435167111276796,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",+EUROPA,NA,NA,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",AVS,-0.07103948416240621,0.17705493158244875,FALSE
prisoners_rights,4,"forz, poliz, stat, penitenziar, agent, rivolt, dell'ordin, manifest, deput, deten",AZIONE,0.173548049263351,0.2832899239503177,FALSE
pro_palestine,1,"manifest, stat, libert, pubblic, ottobr, tutt, continu, forz, ricord, grupp",FDI,0.20715184751346574,0.15507398989791063,TRUE
pro_palestine,1,"manifest, stat, libert, pubblic, ottobr, tutt, continu, forz, ricord, grupp",M5S,-0.1849904157427698,0.1376223195160324,FALSE
pro_palestine,1,"manifest, stat, libert, pubblic, ottobr, tutt, continu, forz, ricord, grupp",LEGA,-0.06916346018011152,0.29475654934564255,FALSE
pro_palestine,1,"manifest, stat, libert, pubblic, ottobr, tutt, continu, forz, ricord, grupp",AVS,NA,NA,FALSE
pro_palestine,1,"manifest, stat, libert, pubblic, ottobr, tutt, continu, forz, ricord, grupp",PD,-0.09561320945902393,0.1637685845997904,FALSE
pro_palestine,1,"manifest, stat, libert, pubblic, ottobr, tutt, continu, forz, ricord, grupp",IV,0.5461954157450022,0.3836653030986729,FALSE
pro_palestine,1,"manifest, stat, libert, pubblic, ottobr, tutt, continu, forz, ricord, grupp",FI,0.3952012600613645,0.40064579864585437,FALSE
pro_palestine,2,"deput, grupp, applaus, part, sinistr, democrat, verd, diritt, alleanz, gaz",FDI,-0.1776440800575262,0.16247842546595015,TRUE
pro_palestine,2,"deput, grupp, applaus, part, sinistr, democrat, verd, diritt, alleanz, gaz",M5S,-0.23585864449376281,0.1461279353504409,FALSE
pro_palestine,2,"deput, grupp, applaus, part, sinistr, democrat, verd, diritt, alleanz, gaz",LEGA,-0.4104943564776486,0.2986204498593926,FALSE
pro_palestine,2,"deput, grupp, applaus, part, sinistr, democrat, verd, diritt, alleanz, gaz",AVS,NA,NA,FALSE
pro_palestine,2,"deput, grupp, applaus, part, sinistr, democrat, verd, diritt, alleanz, gaz",PD,-0.04573679173534389,0.1789325911770182,FALSE
pro_palestine,2,"deput, grupp, applaus, part, sinistr, democrat, verd, diritt, alleanz, gaz",IV,-0.4311690466390821,0.41301092954030777,FALSE
pro_palestine,2,"deput, grupp, applaus, part, sinistr, democrat, verd, diritt, alleanz, gaz",FI,-0.2645203652165873,0.43663143598893217,FALSE
pro_palestine,3,"manifest, dissens, stat, protest, deput, reat, ved, senz, ital, pacif",FDI,-0.03030955732550125,0.12915429593574979,TRUE
pro_palestine,3,"manifest, dissens, stat, protest, deput, reat, ved, senz, ital, pacif",M5S,0.41822675117048796,0.11691309854771442,FALSE
pro_palestine,3,"manifest, dissens, stat, protest, deput, reat, ved, senz, ital, pacif",LEGA,0.4759046500783265,0.27625866045974173,FALSE
pro_palestine,3,"manifest, dissens, stat, protest, deput, reat, ved, senz, ital, pacif",AVS,NA,NA,FALSE
pro_palestine,3,"manifest, dissens, stat, protest, deput, reat, ved, senz, ital, pacif",PD,0.14013090394773484,0.1462514517293494,FALSE
pro_palestine,3,"manifest, dissens, stat, protest, deput, reat, ved, senz, ital, pacif",IV,-0.11977859102623349,0.32468336545093296,FALSE
pro_palestine,3,"manifest, dissens, stat, protest, deput, reat, ved, senz, ital, pacif",FI,-0.13400683639176583,0.32272935203575603,FALSE
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",M5S,-0.279070063984522,0.13963748260186626,TRUE
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",FI,-0.7531369445022782,0.26723796154706436,FALSE
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",FDI,-0.43498042055295927,0.1895022018587928,FALSE
